location,coordinates,name,room type,room price,number of reviews,minimum nights,availibility,rooms rent by the host
 Sol,"40.41622403781746, -3.707344841189777",Quiet room in the center of Madrid,Private room,21,1,1,0,1
 El Viso,"40.43902720135584, -3.6872368610666024",Clean and Quiet in Salamanca,Entire home/apt,50,2,3,0,1
 Embajadores,"40.41265938368682, -3.7028379852938276",Flat for 2 in the hearth of Madrid,Entire home/apt,45,0,3,0,1
 Embajadores,"40.41195537353147, -3.7030371823526904",Lovely Central,Entire home/apt,100,2,4,0,1
 Recoletos,"40.42306246554905, -3.683695904790457",Apartamento con Encanto en el Barrio de Salamanca,Entire home/apt,170,5,2,0,2
 Justicia,"40.42293962309235, -3.6987729700046024",Outstanding flat in downtown Madrid,Entire home/apt,60,8,3,0,2
 Trafalgar,"40.43132694794169, -3.7006202220183466",Charming Chamberí - Cozy Attic in the Center,Entire home/apt,65,53,2,0,1
 Goya,"40.42391351384411, -3.6749306609993027",Maravilloso apartamento en el Centro de Madrid,Entire home/apt,90,5,7,364,1
 Imperial,"40.411375241043075, -3.721006199969329",Habitación Madrid Centro Imperial 3,Private room,35,5,1,365,6
 Embajadores,"40.4078949347658, -3.7006162915608765",Adorable Apartment in the Centre Madrid// WIFI,Entire home/apt,45,124,1,180,2
 Almagro,"40.4340376165772, -3.6910761672588746",Piso bonito en Chamberì,Entire home/apt,120,19,5,0,1
 Pilar,"40.48012575078564, -3.7124723481458775",PISO EN BARRIO DEL PILAR (MADRID),Entire home/apt,85,72,2,1,1
 Embajadores,"40.40660239460877, -3.7035894238697686",Wonderful apartment in Lavapiés,Entire home/apt,60,30,2,364,1
 Universidad,"40.42518272361976, -3.7048906985841072","Beautiful, sunny n large room in Malasaña (centro)",Private room,30,7,1,0,1
 Lucero,"40.40156951993735, -3.756021789375042",Disfruta de vistas. Confortable habitación.,Private room,15,0,1,0,1
 Sol,"40.41843600922887, -3.700090302464921",Contemporary style in the heart of Old Madrid,Entire home/apt,135,8,2,179,1
 Universidad,"40.424587751405575, -3.7042402545760256",Appartment in the Heart of Malasaña,Entire home/apt,120,1,7,0,4
 Castilla,"40.472022827169226, -3.6853599483764716",Completely renewed design apartment,Entire home/apt,150,13,1,89,1
 San Isidro,"40.402981565167345, -3.72182556774492",Piso con vistas al río Manzanares,Entire home/apt,50,4,2,0,1
 Embajadores,"40.40744076719287, -3.6992822799266167",Charming Room in city centre,Private room,85,1,1,0,1
 Jerónimos,"40.40757294083091, -3.690254460160717",Habitación doble Madrid Centro,Private room,55,82,1,365,1
 Embajadores,"40.406932735162016, -3.703906486988205",Corrala de lavapies,Entire home/apt,100,0,1,0,1
 Cuatro Caminos,"40.45499216155791, -3.6982620403731192",Madrid. Rent a flat first weekend of July.,Entire home/apt,32,0,2,0,1
 Arapiles,"40.43239082627832, -3.7068888591951463",Coqueto piso en Chamberi,Private room,80,0,1,0,1
 Pueblo Nuevo,"40.42516083411322, -3.6388346892038714",Habitacion privada cerca al centro de Madrid,Private room,19,22,2,0,1
 Arcos,"40.42321386559955, -3.619815941309165","Comfortable Room CHICAS
 A 25 min SOL/GRAN VÍA.",Private room,15,32,5,180,4
 Timón,"40.47178880362863, -3.5890961953217264",Habitación cerca aeropuerto,Private room,25,0,1,0,2
 Timón,"40.48701672858907, -3.61101211907819",Habitación en atico muy luminoso en Valdebebas,Private room,40,48,1,179,2
 Embajadores,"40.41103153280794, -3.708369057759609",Estupendo piso  La Latina Centro Madrid,Entire home/apt,70,3,2,0,1
 Acacias,"40.40193064475557, -3.7077084346691533",Casa Akhesa,Private room,40,18,2,179,1
 Timón,"40.47509216704961, -3.5833732599787855",Habitación en Barajas. Aeropuerto + Feria Madrid,Private room,26,1,1,0,1
 Comillas,"40.395897011455695, -3.713796088051949",casa de rio,Private room,20,0,1,0,1
 Argüelles,"40.42456734728736, -3.712435229001908","LUXURY APARTMENT PRINCESA, GRAN VÍA",Entire home/apt,110,21,2,1,5
 Embajadores,"40.40928900292791, -3.7065900687688305",Very bright and quiet in the center of Madrid,Entire home/apt,70,103,2,180,2
 Ciudad Jardín,"40.4443678742894, -3.676094872128902",Room Cruz del Rayo - Santiago Bernabeu,Private room,55,0,1,180,1
 Puerta Bonita,"40.37720986473775, -3.7432726953193423",María odiaga,Entire home/apt,47,40,7,0,1
 Buenavista,"40.372811718124076, -3.7397316600339052","Habitacion Individual, wifi, desayuno continental.",Private room,25,26,1,0,2
 Delicias,"40.39575165109019, -3.6947739393307732",Habitación doble en piso céntrico recién reformado,Private room,26,6,1,0,1
 San Pascual,"40.440228904193106, -3.655054890607668",Palm Aparment,Private room,31,9,2,0,1
 Palacio,"40.42024740991026, -3.7114136324156473",Precioso apartamento en Palacio,Entire home/apt,75,24,2,365,1
 Pacífico,"40.40472270455571, -3.673355973346195",Brazos.(casa de kamin),Private room,18,2,2,0,2
 Embajadores,"40.41076004198249, -3.698328922110745","Gran Habitación en Lavapies, muy cerca de Atocha",Private room,25,4,5,0,2
 Los Angeles,"40.35167054566854, -3.6952808352032527",Habitación luminosa,Private room,12,149,2,0,1
 Valdezarza,"40.46310316503619, -3.7094564999535513",MODERN 1 BEDROOM APARTMENT,Entire home/apt,100,4,3,365,2
 Castilla,"40.47625873421944, -3.685420414194504",Habitación privada doble Plaza Castilla-4 Torres,Private room,35,5,1,0,1
 Cuatro Caminos,"40.45321804993274, -3.7014254675568816",Escapada a Madrid,Entire home/apt,75,0,2,364,3
 Delicias,"40.398094809665345, -3.6959684122206102",Cozy and sunny room.,Private room,40,5,3,0,4
 Gaztambide,"40.43215712024197, -3.711407132043636",Nice little appartment,Entire home/apt,90,0,1,0,1
 Cortes,"40.412696088063505, -3.69532394065447",Cultura y ocio en el Barrio de Las Letras,Entire home/apt,150,0,2,0,1
 Castillejos,"40.4630613722195, -3.6944174474654274",Entire Studio in Madrid near Real Madrid Stadium,Private room,40,0,3,0,1
 Sol,"40.41986304263576, -3.7054095330825327",PICASSO DOWNTOWN FLAT WIFI FREE&POCKET+AC,Entire home/apt,115,23,3,365,6
 San Diego,"40.385570676057306, -3.6697363126850786",Habitacion con terraza,Private room,12,0,20,1,5
 Canillas,"40.46373260518029, -3.6507481659807306",Felipe y Letizia,Private room,25,24,1,365,2
 Simancas,"40.44085261155619, -3.618479539376496",Alojamiento entero con encanto,Entire home/apt,50,0,1,0,1
 Justicia,"40.423812482187685, -3.7000214312600135",Bedroom in city center with private bathroom,Private room,65,0,2,0,1
 Universidad,"40.42413099963851, -3.7026873725126075",Cozy & Bright apt. Malasaña - Madrid City Centre,Entire home/apt,98,52,2,365,1
 Embajadores,"40.41079619910363, -3.7060059614566514",La Latina - 2 Bedroom + 2Bth Bright & Chic,Entire home/apt,152,29,4,365,1
 Ciudad Universitaria,"40.45055585352399, -3.7153519865419686",Atico de lujo en Madrid,Private room,40,1,7,0,1
 Embajadores,"40.4076572515639, -3.7036494622921854",Lavapies,Private room,26,23,1,0,2
 Embajadores,"40.40973468944287, -3.706403660726852",Central Spacious room with balcony,Private room,95,3,2,0,3
 Justicia,"40.421488855577444, -3.700787268839325",NEW AND COZY-STUDIO-CHUECA,Entire home/apt,108,96,2,365,1
 Palomeras Bajas,"40.379201239430074, -3.658995090858746",Confortable piso reformado a estrenar.,Entire home/apt,65,37,2,180,2
 Ventas,"40.42641016758241, -3.65873227294397",Bright and cosy bedroom close to the centre,Private room,20,5,2,0,1
 Recoletos,"40.423513701894095, -3.685207414519657",Magnifico apartamiento- muy bien situado-Velazquez,Entire home/apt,95,3,3,89,2
 Justicia,"40.422321243324284, -3.6985616772118983",Spacious private bedroom in Madrid CENTER,Private room,35,2,3,0,1
 Goya,"40.42320763004186, -3.678019599515126",Habitación doble + baño privado ♥ piso de diseño ♥,Private room,50,8,4,0,1
 Acacias,"40.40138113923709, -3.703308227540117",PRECIOSO ÁTICO CON ENORME TERRAZA EN ZONA CENTRO,Entire home/apt,55,14,4,0,1
 Universidad,"40.42970251632003, -3.70633303826836",Coqueta habitación en Malasaña!,Private room,20,2,4,0,3
 Castillejos,"40.457317383736296, -3.6985448732090793",Acogedor piso en Madrid,Private room,25,2,2,179,1
 Universidad,"40.42093310630739, -3.7050286130788894","WaveAutumnVine, Studio Apartment, Las Rozas!",Private room,99,2,1,0,4
 Puerta del Angel,"40.40964439719642, -3.7390209096534828",ROOM CHICK,Private room,40,1,7,1,4
 Ciudad Universitaria,"40.454372230708586, -3.7141649596464137",Hab en Complejo Residencial (Ciudad Universitaria),Private room,20,5,1,0,2
 Cortes,"40.41546292219002, -3.700555894309851",Habitación moderna en pleno centro de Madrid,Private room,40,52,2,180,1
 Embajadores,"40.40904220926062, -3.6997775490876568",APARTAMENTO ENTERO con capacidad para 4 personas,Entire home/apt,67,78,1,180,1
 Casa de Campo,"40.42883548490212, -3.7211435924909493",Spacious room in city center,Private room,80,16,3,0,1
 Embajadores,"40.408761324099444, -3.6964590027513595",Elegant home by the Reina Sofia with view,Entire home/apt,97,0,3,90,4
 Abrantes,"40.38424391150912, -3.7241252009402124",PORTALEGRE,Entire home/apt,72,10,1,0,2
 San Diego,"40.387490040553516, -3.6636947090034417",Habitación Madrid,Private room,22,7,2,0,2
 Justicia,"40.425342244784794, -3.6998328871848503",Large Double Room in the Center of Malasana,Private room,30,6,2,0,1
 Sol,"40.419802201031125, -3.7031748962989806",APARTAMENTO ESTUDIO EN MADRID GRAN VÍA,Entire home/apt,48,181,1,0,5
 Prosperidad,"40.4408654864539, -3.6729113788553294",Luminoso apartamento Prosperidad- tranquilo,Entire home/apt,50,3,5,365,2
 Universidad,"40.4241000414399, -3.7098688259044272",Room and living with bath and kitchen in Malasaña,Private room,35,0,1,0,2
 Palacio,"40.41302632369446, -3.7090480232233105",Moderno apartamento Plaza Mayor - Tranquilo,Entire home/apt,100,1,5,365,3
 San Diego,"40.384543808192895, -3.666017565313534",Habitación espaciosa a 1 parada de Atocha,Private room,25,52,2,0,1
 Almenara,"40.47240059559519, -3.6914634097150048",Habitación plaza Castilla(Ventilla),Private room,42,4,1,0,1
 Sol,"40.41768857877798, -3.7037733972672475",STAY IN MADRID CITY CENTER,Entire home/apt,88,1,2,89,3
 Universidad,"40.424989409690795, -3.7060623814039357",Cute studio in trendy Malasaña,Entire home/apt,70,8,3,0,1
 Guindalera,"40.43159770638564, -3.6644203738390226",Views to PLAZA DE LAS VENTAS-4PAX,Entire home/apt,70,69,1,0,2
 Hispanoamérica,"40.4582570027357, -3.687193740389946",Double nice room in Chamartin,Private room,40,0,7,179,5
 Pinar del Rey,"40.47709399087575, -3.652441694195125",Ramón,Private room,50,0,11,0,1
 Ibiza,"40.41644300768744, -3.676100127160337",Lovely & Elegant 3Bed in El Retiro - Madrid Center,Entire home/apt,124,11,2,179,1
 Argüelles,"40.43178046066685, -3.719609812373811",My little place in Madrid,Entire home/apt,150,2,20,90,1
 Quintana,"40.43816266435559, -3.6449576627774043",HABITACIÓN CENTRICA,Private room,42,40,2,180,1
 Castillejos,"40.46235070084917, -3.6976809784424978","Oasis en el centro de madrid, muy luminoso.",Private room,30,16,1,89,1
 El Viso,"40.449740814511365, -3.687546388479765",Comfy Studio next to Santiago Bernabeu Stadium,Entire home/apt,72,7,5,0,1
 Palomeras Sureste,"40.39086851911632, -3.6375651573177556",Ambiente familiar ideal para estudiantes,Private room,20,19,1,89,1
 Cortes,"40.4103309317871, -3.6914333170226667",Para amantes del Arte y la Cultura.,Entire home/apt,150,46,1,365,1
 Casa de Campo,"40.42285611852523, -3.7157647536715044",LaNave Hostel Madrid - Boutique Hostel unique,Private room,170,0,1,365,2
 Goya,"40.42475869276251, -3.672294466959563",1 double bed in private room.,Private room,30,1,1,0,1
 Universidad,"40.428561591523795, -3.705015247605216",Cozy & Stylish oasis with two patios in Malasaña,Entire home/apt,100,23,4,179,1
 Comillas,"40.39118471355941, -3.710023020295567",HOGAR MARQUINA,Private room,20,1,1,0,1
 Embajadores,"40.40917977833266, -3.708511573764434",Luminoso apartamento en el Rastro y La Latina,Entire home/apt,55,66,2,90,1
 Ibiza,"40.420306951656244, -3.6789300464665913",Apartamento de Lujo en el Retiro,Entire home/apt,105,10,2,0,3
 Justicia,"40.42356799204658, -3.696309975459678",Central Chueca piso 3,Entire home/apt,79,9,2,0,2
 Embajadores,"40.40875675863098, -3.697480387469104",Eco & sustainable apartment Madrid centre,Entire home/apt,120,11,1,0,1
 Cortes,"40.412158852655395, -3.694316271868881",Heart of Madrid - Art and Tapas - Appartment,Entire home/apt,100,3,3,180,1
 Abrantes,"40.38514249497875, -3.726000152974222",Sofá cama Carabanchel,Private room,100,1,1,0,1
 Moscardó,"40.387987220643744, -3.7015336768735696",2 Habitaciónes Deluxe Madrid rio,Private room,100,0,2,0,1
 Goya,"40.42852223500226, -3.674708207845348",AYALA LOFT,Entire home/apt,59,2,2,1,3
 Embajadores,"40.408586633483424, -3.7077587491329815","Nice room in the heart of Madrid, la Latina",Private room,50,12,1,365,1
 Goya,"40.42512161137589, -3.6776549359156454","Apartamento en Madrid Centro, la mejor ubicación!",Entire home/apt,65,41,5,180,2
 Pilar,"40.47361160095564, -3.7084304353312327",Final Champions/UCL - Habitación en piso,Private room,175,1,1,364,1
 Palomeras Sureste,"40.3810988706119, -3.649861774101405",Champions League Double Room 10 min from the Wanda,Private room,180,0,2,0,2
 Lucero,"40.404063798281896, -3.7584001256169155",Nice room in  apartment 30min from Wanda stadium,Private room,120,0,1,0,1
 Casco Histórico de Vicálvaro,"40.40477031869869, -3.558733443421486",Alojamiento a 8min. del Estadio Metropolitano.,Private room,35,3,1,365,1
 Vista Alegre,"40.38560468939631, -3.7367100830006903",Habitacion Final Wanda,Private room,120,0,1,365,1
 Palos de Moguer,"40.40225741547161, -3.688947251847575",Cozy apartment and very well located (3 PAX),Entire home/apt,120,8,2,0,1
 Berruguete,"40.46067638849309, -3.6990920445460174",ACOGEDOR LOFT CON CARACTER!!,Entire home/apt,75,13,2,1,1
 Delicias,"40.39769906132256, -3.6968077437010263",Habitación en apartamento con Terraza en Delicias!,Private room,30,1,2,0,1
 Universidad,"40.42530661175554, -3.704853179524123",Cozy apartment  in Madrid center,Entire home/apt,85,3,2,0,2
 Salvador,"40.44323705930589, -3.6359503180903108",Piso luminoso en buena zona Madrid,Entire home/apt,99,1,6,1,1
 Los Rosales,"40.35245704897707, -3.686553098705884","Encarnación Oviol, Madrid",Private room,15,2,1,364,1
 Cortes,"40.414292680933016, -3.6992311003503247",Top floor apartment close to Santa Ana,Entire home/apt,80,2,32,365,4
 Justicia,"40.424391189539406, -3.6985415028901962","Bright, spacious, Chueca home",Entire home/apt,109,2,1,0,3
 Gaztambide,"40.430623515235006, -3.712489612015063",HABITACIÓN PRIVADA ARGUELLES,Private room,40,3,3,365,4
 Palos de Moguer,"40.404975277156325, -3.6947488779832516","Beautiful,spacious room in centrally-located flat",Private room,30,0,3,0,1
 Embajadores,"40.40706626501817, -3.6991334183166087",OLD Madrid HEAVEN. De Madrid al cielo. Morfeo room,Private room,65,8,1,0,3
 Guindalera,"40.436274291436334, -3.6712187321726923","Un espacio tranquilo, ampllio y cultural.",Private room,28,33,1,365,1
 Universidad,"40.424292048212386, -3.7032249910270347",Cozy room in Madrid center,Private room,38,12,3,0,2
 Lista,"40.42899572093348, -3.677646464576884",Magnifico apartamento al lado del Wizink Center,Entire home/apt,70,3,2,0,2
 Rejas,"40.444196840196724, -3.578129285983005","Habitacion cerca Madrid Aeropuerto, IFEMA y WANDA",Private room,50,6,2,0,3
 Embajadores,"40.40983808013299, -3.706549225685644",Habitación privada en el corazón de madrid.,Private room,53,47,1,364,5
 Embajadores,"40.41092191150422, -3.7000883358636476",HAB.CAMA KINGSIZE CENTRO. GRANDE CÓMODA TRANQUILA,Private room,33,0,7,365,4
 Vista Alegre,"40.38801783436191, -3.734710420448356",Habitación madrid agosto,Private room,14,3,1,0,1
 Palacio,"40.419270241013606, -3.7120831327269586","Funny Traveler, Ambiente exquisito - Baño Privado",Private room,35,4,1,0,3
 Casco Histórico de Vicálvaro,"40.39787350689068, -3.620868662950611",Para ser y estar en  Valdebernardo Espacio Cero.,Private room,21,0,1,0,1
 Trafalgar,"40.43179068032675, -3.700973841544279",Estupenda habitación  la mejor ubicación,Private room,30,2,1,0,1
 Cuatro Caminos,"40.45573234169063, -3.6926635597277344",Bright spacious room with a large bed.,Private room,75,0,27,89,1
 Media Legua,"40.40866547544585, -3.6606508159317883","Nice room 2 central Madrid, great location. wifi.",Private room,100,0,60,179,2
 Opañel,"40.39124889906585, -3.7230165287801285",Apartamento céntrico a 10 minutos de La Latina,Entire home/apt,75,3,1,364,2
 Numancia,"40.393698134656326, -3.65450752655552",Moderno-funcional apartamento a 15 minutos de sol,Entire home/apt,60,10,2,179,2
 Palomeras Bajas,"40.39200263868982, -3.6604455241260214",Cozy apartment in good location to explore Madrid!,Entire home/apt,140,2,1,365,2
 Embajadores,"40.40797131818035, -3.7015845556464066",Cosy Flat in Lavapies,Entire home/apt,90,7,2,0,1
 Pinar del Rey,"40.4727376468019, -3.652882908009958",Habitación grande y luminosa a 30mts centro madrid,Private room,45,2,1,180,1
 Gaztambide,"40.43158502395643, -3.713037074485992",Habitación privada muy luminosa en el centro,Private room,38,8,2,90,1
 Guindalera,"40.4392798337407, -3.6703880625086827",Beautiful Loft (Avenida de America),Entire home/apt,50,11,1,364,1
 Embajadores,"40.40970639248285, -3.701338474300442","Estudio en Lavapiés/Studio in Lavapiés,city center",Private room,50,2,2,89,2
 Pacífico,"40.40372141308816, -3.680356097123876",Apartamento original en Atocha,Entire home/apt,70,7,1,0,3
 Palomeras Bajas,"40.3882893796548, -3.6589408590395216","Agradable ambiente, cómodo y muy espacioso",Private room,22,5,3,89,1
 Pacífico,"40.40302463850668, -3.6767701073872434",Cómoda y muy acogedora baño privado a pasos metro,Private room,35,15,1,365,1
 Prosperidad,"40.43868989154035, -3.675812295768419",Garden views with style; private bathroom; near IE,Private room,50,6,3,0,3
 Canillas,"40.458143325139766, -3.6448811809443225",EXCLUSIVE blue room w/bath -IFEMA -Aeropuerto 15mn,Private room,34,0,1,0,4
 Puerta del Angel,"40.409895333743734, -3.7293657723036677","Privado, acogedor, buen descanso y en Madrid",Private room,45,0,1,0,1
 Media Legua,"40.4100515763584, -3.654149711798503",Apartamento 3 habitaciones,Entire home/apt,56,4,4,364,1
